Date,Close
2000-01-03,54.89594268798828
2000-01-04,49.70307540893555
2000-01-05,48.021575927734375
2000-01-06,47.477569580078125
2000-01-07,47.477569580078125
2000-01-10,49.48052215576172
2000-01-11,50.444915771484375
2000-01-12,52.67041015625
2000-01-13,55.88506317138672
2000-01-14,58.110565185546875
2000-01-17,57.49236297607422
2000-01-18,55.143192291259766
2000-01-19,54.40137481689453
2000-01-20,54.77229690551758
2000-01-21,53.53586959838867
2000-01-24,53.04136276245117
2000-01-25,51.928585052490234
2000-01-26,51.928585052490234
2000-01-27,52.05220413208008
2000-01-28,52.17584991455078
2000-01-31,50.81581115722656
2000-02-01,50.81581115722656
2000-02-02,53.04136276245117
2000-02-03,54.51265335083008
2000-02-04,54.52500534057617
2000-02-07,54.09226989746094
2000-02-08,55.39048767089844
2000-02-09,53.15261459350586
2000-02-10,48.49139404296875
2000-02-11,50.60563659667969
2000-02-14,50.50672912597656
2000-02-15,49.171409606933594
2000-02-16,49.57944107055664
2000-02-17,48.83760452270508
2000-02-18,46.51316833496094
2000-02-21,45.25204086303711
2000-02-22,44.81932067871094
2000-02-23,45.0047721862793
2000-02-24,46.216434478759766
2000-02-25,48.676876068115234
2000-02-28,47.61355209350586
2000-02-29,47.66301345825195
2000-03-01,47.440460205078125
2000-03-02,46.8593864440918
2000-03-03,45.128414154052734
2000-03-06,44.077484130859375
2000-03-07,46.36480712890625
2000-03-08,45.95679473876953
2000-03-09,47.34156036376953
2000-03-10,51.55767059326172
2000-03-13,51.55767059326172
2000-03-14,54.920654296875
2000-03-15,53.78316879272461
2000-03-16,53.84498977661133
2000-03-17,53.28862762451172
2000-03-20,51.42164993286133
2000-03-21,50.1976203918457
2000-03-22,50.568546295166016
2000-03-23,50.38308334350586
2000-03-24,52.91770553588867
2000-03-27,53.28862762451172
2000-03-28,53.33808135986328
2000-03-29,53.436981201171875
2000-03-30,51.928585052490234
2000-03-31,54.05519104003906
2000-04-03,53.28862762451172
2000-04-04,54.40137481689453
2000-04-05,53.28862762451172
2000-04-06,53.31336212158203
2000-04-07,53.41225814819336
2000-04-10,52.91770553588867
2000-04-11,53.016597747802734
2000-04-12,53.6595344543457
2000-04-13,53.474063873291016
2000-04-14,53.474063873291016
2000-04-17,53.14025115966797
2000-04-18,53.18970489501953
2000-04-19,52.73223114013672
2000-04-20,54.27773666381836
2000-04-21,54.27773666381836
2000-04-24,54.27773666381836
2000-04-25,55.45233154296875
2000-04-26,58.852386474609375
2000-04-27,56.1323356628418
2000-04-28,57.071990966796875
2000-05-01,57.071990966796875
2000-05-02,58.2094841003418
2000-05-03,56.62688446044922
2000-05-04,56.82472229003906
2000-05-05,56.57742691040039
2000-05-08,55.88506317138672
2000-05-09,55.88506317138672
2000-05-10,56.058143615722656
2000-05-11,55.761409759521484
2000-05-12,57.02253341674805
2000-05-15,56.52796936035156
2000-05-16,58.469120025634766
2000-05-17,58.49382019042969
2000-05-18,58.024044036865234
2000-05-19,55.88506317138672
2000-05-22,55.143192291259766
2000-05-23,55.52649688720703
2000-05-24,55.266849517822266
2000-05-25,55.266849517822266
2000-05-26,55.34101867675781
2000-05-29,55.05668258666992
2000-05-30,54.37664031982422
2000-05-31,54.05519104003906
2000-06-01,54.339542388916016
2000-06-02,56.008697509765625
2000-06-05,56.182716369628906
2000-06-06,55.93410873413086
2000-06-07,56.2945556640625
2000-06-08,54.691131591796875
2000-06-09,54.653831481933594
2000-06-12,54.653831481933594
2000-06-13,54.13178253173828
2000-06-14,54.14420700073242
2000-06-15,53.99507141113281
2000-06-16,53.3859977722168
2000-06-19,53.3859977722168
2000-06-20,52.92610168457031
2000-06-21,52.82666778564453
2000-06-22,54.057220458984375
2000-06-23,55.62335205078125
2000-06-26,56.53074264526367
2000-06-27,56.15785598754883
2000-06-28,56.481021881103516
2000-06-29,55.43689727783203
2000-06-30,53.68431091308594
2000-07-03,54.16287612915039
2000-07-04,53.41705322265625
2000-07-05,53.94533920288086
2000-07-06,53.696739196777344
2000-07-07,54.81541061401367
2000-07-10,54.628971099853516
2000-07-11,55.747676849365234
2000-07-12,55.84087371826172
2000-07-13,55.809810638427734
2000-07-14,55.809810638427734
2000-07-17,56.55559539794922
2000-07-18,55.747676849365234
2000-07-19,55.1572265625
2000-07-20,56.928489685058594
2000-07-21,56.55559539794922
2000-07-24,56.866336822509766
2000-07-25,57.177085876464844
2000-07-26,57.052791595458984
2000-07-27,58.94833755493164
2000-07-28,57.39461135864258
2000-07-31,58.32682418823242
2000-08-01,58.917259216308594
2000-08-02,59.663021087646484
2000-08-03,58.17148208618164
2000-08-04,57.767486572265625
2000-08-07,58.79294204711914
2000-08-08,59.97378921508789
2000-08-09,59.7873420715332
2000-08-10,59.94270324707031
2000-08-11,59.38338851928711
2000-08-14,59.47660827636719
2000-08-15,59.165855407714844
2000-08-16,59.725181579589844
2000-08-17,58.730812072753906
2000-08-18,57.54998779296875
2000-08-21,55.778751373291016
2000-08-22,55.68549346923828
2000-08-23,55.93410873413086
2000-08-24,55.62335205078125
2000-08-25,56.83528137207031
2000-08-28,56.338077545166016
2000-08-29,56.05839920043945
2000-08-30,54.93972396850586
2000-08-31,54.3182373046875
2000-09-01,56.05839920043945
2000-09-04,55.499061584472656
2000-09-05,56.40022659301758
2000-09-06,54.722206115722656
2000-09-07,55.40583801269531
2000-09-08,54.06962966918945
2000-09-11,53.448158264160156
2000-09-12,55.56121826171875
2000-09-13,54.691131591796875
2000-09-14,55.312599182128906
2000-09-15,53.479225158691406
2000-09-18,52.20516586303711
2000-09-19,53.07526397705078
2000-09-20,53.448158264160156
2000-09-21,52.20516586303711
2000-09-22,52.5469856262207
2000-09-25,51.832271575927734
