Date,Close
2000-01-03,120.47401428222656
2000-01-04,120.47401428222656
2000-01-05,119.90481567382812
2000-01-06,124.83761596679688
2000-01-07,128.30958557128906
2000-01-10,129.0494842529297
2000-01-11,127.87320709228516
2000-01-12,128.44235229492188
2000-01-13,130.52932739257812
2000-01-14,140.90716552734375
2000-01-17,140.16722106933594
2000-01-18,136.30828857421875
2000-01-19,136.6004638671875
2000-01-20,136.94195556640625
2000-01-21,133.3751983642578
2000-01-24,131.6676483154297
2000-01-25,126.545166015625
2000-01-26,129.77041625976562
2000-01-27,133.5269317626953
2000-01-28,132.58590698242188
2000-01-31,127.4178695678711
2000-02-01,128.32855224609375
2000-02-02,127.87320709228516
2000-02-03,127.87320709228516
2000-02-04,128.63206481933594
2000-02-07,129.73248291015625
2000-02-08,129.0874481201172
2000-02-09,133.6977081298828
2000-02-10,138.49766540527344
2000-02-11,141.15377807617188
2000-02-14,142.28836059570312
2000-02-15,140.7743377685547
2000-02-16,140.01547241210938
2000-02-17,134.3237762451172
2000-02-18,133.6028289794922
2000-02-21,135.65182495117188
2000-02-22,134.49453735351562
2000-02-23,134.7032470703125
2000-02-24,134.09608459472656
2000-02-25,134.8929443359375
2000-02-28,137.64393615722656
2000-02-29,136.2210235595703
2000-03-01,132.8818817138672
2000-03-02,135.841552734375
2000-03-03,130.1498565673828
2000-03-06,128.74594116210938
2000-03-07,144.1893768310547
2000-03-08,155.9521942138672
2000-03-09,154.43441772460938
2000-03-10,156.02804565429688
2000-03-13,149.80516052246094
2000-03-14,150.6399383544922
2000-03-15,148.74270629882812
2000-03-16,149.8810272216797
2000-03-17,153.67552185058594
2000-03-20,154.4913330078125
2000-03-21,153.8273162841797
2000-03-22,157.28021240234375
2000-03-23,154.8138427734375
2000-03-24,158.79803466796875
2000-03-27,158.83595275878906
2000-03-28,162.4027862548828
2000-03-29,164.07232666015625
2000-03-30,164.48971557617188
2000-03-31,162.2130126953125
2000-04-03,158.02015686035156
2000-04-04,167.39627075195312
2000-04-05,144.1893768310547
2000-04-06,150.94349670410156
2000-04-07,154.586181640625
2000-04-10,150.4881591796875
2000-04-11,155.33746337890625
2000-04-12,157.37510681152344
2000-04-13,159.3671875
2000-04-14,155.19326782226562
2000-04-17,151.3988800048828
2000-04-18,151.7706756591797
2000-04-19,151.9528350830078
2000-04-20,151.59237670898438
2000-04-21,151.59237670898438
2000-04-24,151.59237670898438
2000-04-25,157.28021240234375
2000-04-26,158.22506713867188
2000-04-27,154.33193969726562
2000-04-28,160.61935424804688
2000-05-01,160.61935424804688
2000-05-02,164.14820861816406
2000-05-03,160.31582641601562
2000-05-04,159.7466278076172
2000-05-05,160.42965698242188
2000-05-08,155.19326782226562
2000-05-09,155.19326782226562
2000-05-10,150.82972717285156
2000-05-11,152.84075927734375
2000-05-12,153.65655517578125
2000-05-15,152.34747314453125
2000-05-16,156.6959228515625
2000-05-17,154.9656524658203
2000-05-18,158.5324249267578
2000-05-19,154.8138427734375
2000-05-22,152.72689819335938
2000-05-23,142.01133728027344
2000-05-24,137.7388153076172
2000-05-25,141.15377807617188
2000-05-26,143.4304962158203
2000-05-29,145.51744079589844
2000-05-30,149.34982299804688
2000-05-31,145.5553741455078
2000-06-01,147.4146728515625
2000-06-02,147.56640625
2000-06-05,146.06761169433594
2000-06-06,142.21624755859375
2000-06-07,140.85025024414062
2000-06-08,139.41213989257812
2000-06-09,140.7743377685547
2000-06-12,141.34353637695312
2000-06-13,144.3790740966797
2000-06-14,145.8589324951172
2000-06-15,146.12451171875
2000-06-16,142.2921142578125
2000-06-19,145.89688110351562
2000-06-20,147.22496032714844
2000-06-21,145.4036102294922
2000-06-22,145.3277587890625
2000-06-23,141.9126739501953
2000-06-26,142.67160034179688
2000-06-27,142.67160034179688
2000-06-28,142.63365173339844
2000-06-29,141.34353637695312
2000-06-30,142.78543090820312
2000-07-03,143.4304962158203
2000-07-04,137.5869903564453
2000-07-05,139.5791015625
2000-07-06,139.6360321044922
2000-07-07,139.6360321044922
2000-07-10,137.66290283203125
2000-07-11,136.6763458251953
2000-07-12,137.35934448242188
2000-07-13,137.83529663085938
2000-07-14,150.0196533203125
2000-07-17,153.82342529296875
2000-07-18,153.8272247314453
2000-07-19,153.63685607910156
2000-07-20,156.35931396484375
2000-07-21,154.2080078125
2000-07-24,156.30223083496094
2000-07-25,158.22879028320312
2000-07-26,155.9214324951172
2000-07-27,155.35028076171875
2000-07-28,153.90341186523438
2000-07-31,152.3079833984375
2000-08-01,149.61602783203125
2000-08-02,148.7631378173828
2000-08-03,149.4408721923828
2000-08-04,145.71702575683594
2000-08-07,146.21202087402344
2000-08-08,146.25009155273438
2000-08-09,145.83131408691406
2000-08-10,146.2996063232422
2000-08-11,149.1591033935547
2000-08-14,148.1158447265625
2000-08-15,146.95452880859375
2000-08-16,147.12966918945312
2000-08-17,146.40240478515625
2000-08-18,144.57095336914062
2000-08-21,143.85128784179688
2000-08-22,147.91403198242188
2000-08-23,147.81121826171875
2000-08-24,145.0507049560547
2000-08-25,146.51283264160156
2000-08-28,148.1158447265625
2000-08-29,147.69699096679688
2000-08-30,145.79319763183594
2000-08-31,144.49859619140625
2000-09-01,146.4405059814453
2000-09-04,146.4785614013672
2000-09-05,144.5747528076172
2000-09-06,147.82266235351562
2000-09-07,150.02345275878906
2000-09-08,149.39137268066406
2000-09-11,145.83131408691406
2000-09-12,145.83131408691406
2000-09-13,145.83131408691406
2000-09-14,142.78514099121094
2000-09-15,140.8814239501953
2000-09-18,138.80624389648438
2000-09-19,140.46253967285156
2000-09-20,137.45452880859375
2000-09-21,134.9605712890625
2000-09-22,139.16798400878906
2000-09-25,137.49261474609375
2000-09-26,138.80624389648438
2000-09-27,141.83328247070312
2000-09-28,142.44248962402344
2000-09-29,142.15309143066406
2000-10-02,144.11781311035156
2000-10-03,144.11781311035156
2000-10-04,143.1659393310547
2000-10-05,143.3563232421875
2000-10-06,144.5747528076172
2000-10-09,143.53147888183594
2000-10-10,142.84230041503906
2000-10-11,142.46536254882812
2000-10-12,138.78721618652344
2000-10-13,138.78721618652344
2000-10-16,138.78721618652344
2000-10-17,138.78721618652344
2000-10-18,138.78721618652344
2000-10-19,138.78721618652344
2000-10-20,138.78721618652344
